KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
88.121,2018,Gasolina,València,5,Sí,Automático ,Gris,Todoterreno,Opel,Mokka X,Mokka X Selective 1.4 Turbo (103 kW) 140 CV 4x2 Aut.,140 CV,Todoterreno,191 km/h,10.7 s,6.2 l/100km,144g CO2/km,4275 mm / 1781 mm / 1658 mm,C,14.390€
73.000,2019,Diésel,Murcia,5,Sí,Manual ,Blanco,Berlina,Opel,Insignia,Insignia Country Tourer 1.6 CDTI 136 CV Start & Stop,136 CV,Turismo familiar,200 km/h, s,4.3 l/100km,114g CO2/km,4920 mm / 1856 mm / 1526 mm,C,14.990€
96.740,2017,Diésel,Pamplona,5,Sí,Manual ,Negro,Berlina,Opel,Insignia,Insignia Grand Sport Selective 1.6 CDTi Start & Stop Turbo D 100 kW (136 CV),136 CV,Turismo,211 km/h,10.5 s,4.3 l/100km,114g CO2/km,4897 mm / 1863 mm / 1455 mm,C,13.490€
100.000,2018,Gasolina,Girona,5,Sí,Manual ,Negro,Todoterreno,Opel,Grandland X,Grandland X Excellence 1.2 Turbo Start&Stop 96 kW (130 CV),130 CV,Todoterreno,188 km/h,11.1 s,5.1 l/100km,117g CO2/km,4477 mm / 1856 mm / 1609 mm,C,13.400€
37.500,2021,Diésel,Alicante,5,Sí,Manual ,Azul,Berlina,Opel,Corsa,Corsa 1.5D 75 kW (102 CV) GS Line,102 CV,Turismo,188 km/h,10.2 s,3.2 l/100km,85g CO2/km,4060 mm / 1765 mm / 1435 mm,C,14.980€
114.100,2016,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Blanco,Berlina,Opel,Corsa,Corsa 5p Excellence 1.4 Turbo 100 CV Start&Stop,100 CV,Turismo,185 km/h,11 s,5.1 l/100km,120g CO2/km,4021 mm / 1746 mm / 1481 mm,C,8.990€
13.954,2023,Diésel,Puerto de Sagunto,5,Sí,Manual ,Blanco,Monovolumen,Opel,Combo,Combo Life Edition L 1.5 TD 75 kW (100 CV) Start/Stop,102 CV,Vehículo comercial,172 km/h, s,5.1 l/100km,g CO2/km,4403 mm / 1848 mm / 1841 mm,C,19.990€
50.272,2021,Gasolina,Alicante,5,Sí,Manual ,Rojo,Familiar,Opel,Astra,Astra Sports Tourer Business Elegance 1.2 Turbo 96 kW (130 CV),130 CV,Turismo familiar,215 km/h,10.7 s,5.2 l/100km,g CO2/km,4702 mm / 1809 mm / 1510 mm,C,14.980€
95.000,2016,Gasolina,Figueres,3,Sí,Manual ,Granate,Berlina,Opel,Adam,ADAM ROCKS 1.4 87 CV ecoFLEX,100 CV,Turismo,176 km/h,12.5 s,5 l/100km,119g CO2/km,3747 mm / 1720 mm / 1493 mm,C,8.990€
73.000,2018,Gasolina,Viladecans,5,Sí,Automático ,Marrón,Todoterreno,Mitsubishi,Outlander,Lancer Sportback 1.8 MIVEC 6S-CVT Instyle,150 CV,Turismo,183 km/h,12 s,8.3 l/100km,198g CO2/km,4585 mm / 1760 mm / 1515 mm,C,18.990€
39.581,2021,Gasolina,Málaga,3,Sí,Automático ,Otros,Berlina,Mini,Hatchback,John Cooper Works 3 puertas Aut.,231 CV,Turismo,246 km/h,6.1 s,5.7 l/100km,133g CO2/km,3874 mm / 1727 mm / 1414 mm,C,33.480€
42.000,2018,Gasolina,Tarragona,5,Sí,Manual ,Rojo,Berlina,Mini,Hatchback,Cooper S 5 puertas,192 CV,Turismo,235 km/h,6.9 s,6.2 l/100km,141g CO2/km,4005 mm / 1727 mm / 1425 mm,C,22.990€
22.141,2020,Gasolina,La Laguna,5,Sí,Manual ,Rojo,Berlina,Mini,Hatchback,Cooper 5 puertas,136 CV,Turismo,207 km/h,8.3 s,5.4 l/100km,123g CO2/km,3982 mm / 1727 mm / 1425 mm,C,19.490€
103.818,2015,Diésel,Fuenlabrada,5,Sí,Manual ,Azul,Berlina,Mini,Hatchback,Cooper D 5 puertas,116 CV,Turismo,203 km/h,9.4 s,3.6 l/100km,95g CO2/km,3982 mm / 1727 mm / 1425 mm,C,12.990€
8.700,2023,Gasolina,Finestrat,5,Sí,Manual ,Blanco,Todoterreno,Mg,ZS,ZS Luxury 1.5 VTI-tech,106 CV,Todoterreno,175 km/h,10.9 s,6.6 l/100km,g CO2/km,4323 mm / 1809 mm / 1653 mm,C,18.990€
60.282,2019,Diésel,Puerto de Sagunto,4,Sí,Automático ,Azul,Monovolumen,False,False,False,163 CV,False,False,False,False,False,False,False,41.990€
174.950,2017,Gasolina,Sabadell,5,Sí,Automático ,Blanco,Todoterreno,Mercedes-Benz,GLC,AMG GLC 43 4MATIC,367 CV,Todoterreno,250 km/h,4.9 s,8.3 l/100km,189g CO2/km,4661 mm / 1930 mm / 1627 mm,C,35.990€
84.693,2018,Diésel,Sabadell,5,Sí,Automático ,Azul,Todoterreno,Mercedes-Benz,GLA,GLA 220 d 4MATIC 7G-DCT,177 CV,Todoterreno,218 km/h,7.7 s,4.8 l/100km,127g CO2/km,4424 mm / 1804 mm / 1494 mm,C,24.990€
97.515,2021,Diésel,Santander,5,Sí,Automático ,Rojo,Todoterreno,Mercedes-Benz,GLB,GLB 200 d 4MATIC,150 CV,Todoterreno,201 km/h,9.3 s,5.7 l/100km,132g CO2/km,4634 mm / 1834 mm / 1659 mm,C,38.990€
34.305,2013,Diésel,Collado Villalba,2,Sí,Automático ,Blanco,Deportivo,Mercedes-Benz,Clase E,E 350 CDI BlueEFFICIENCY Coupé,265 CV,Coupé,250 km/h,6.1 s,6 l/100km,154g CO2/km,4698 mm / 1786 mm / 1397 mm,B,28.490€
129.708,2021,Gasolina,Móstoles,5,Sí,Automático ,Blanco,Monovolumen,Mercedes-Benz,Clase B,B 200 7G-DCT,163 CV,Monovolumen,223 km/h,8.2 s,6.1 l/100km,g CO2/km,4419 mm / 1796 mm / 1562 mm,C,23.990€
119.140,2019,Diésel,Vigo,4,Sí,Automático ,Otros,Berlina,Mercedes-Benz,Clase A,A 180 d 7G-DCT Sedán,116 CV,Turismo,206 km/h,10.6 s,4.2 l/100km,110g CO2/km,4549 mm / 1796 mm / 1446 mm,C,20.990€
106.000,2020,Diésel,Puebla de Sancho Pérez,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,A 180 d 8G-DCT,116 CV,Turismo,202 km/h,9.5 s,5 l/100km,g CO2/km,4419 mm / 1796 mm / 1440 mm,C,23.990€
87.051,2019,Diésel,Sabadell,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,A 180 d 7G-DCT,116 CV,Turismo,202 km/h,10.5 s,4.2 l/100km,111g CO2/km,4419 mm / 1796 mm / 1440 mm,C,23.650€
106.405,2019,Diésel,Puerto de Sagunto,5,Sí,Automático ,Gris,Berlina,Mercedes-Benz,Clase A,A 180 d 7G-DCT,116 CV,Turismo,202 km/h,10.5 s,4.2 l/100km,111g CO2/km,4419 mm / 1796 mm / 1440 mm,C,22.490€
171.810,2018,Diésel,Orihuela,5,Sí,Manual ,Blanco,Todoterreno,Mazda,CX-5,CX-5 2.2 D 150 CV 2WD Style,150 CV,Todoterreno,202 km/h,9.2 s,4.6 l/100km,119g CO2/km,4555 mm / 1840 mm / 1670 mm,B,16.990€
113.970,2015,Diésel,Alicante,5,Sí,Manual ,Rojo,Todoterreno,Mazda,CX-5,CX-5 2.2 D 150 CV 2WD Style,150 CV,Todoterreno,202 km/h,9.2 s,4.6 l/100km,119g CO2/km,4555 mm / 1840 mm / 1670 mm,B,14.980€
69.109,2018,Gasolina,Alicante,5,Sí,Manual ,Blanco,Berlina,False,False,False,90 CV,False,False,False,False,False,False,False,13.990€
14.525,2022,Híbrido (Gasolina),San Sebastián de los Reyes,5,Sí,Automático ,Otros,Todoterreno,Land Rover,Range Rover Evoque,Range Rover Evoque P300e PHEV AWD Auto HSE,309 CV,Todoterreno,213 km/h,6.4 s,1.4 l/100km,g CO2/km,4371 mm / 1904 mm / 1649 mm,Cero,54.990€
52.712,2022,Híbrido (Gasolina),Granollers,5,Sí,Manual ,Otros,Todoterreno,False,False,False,120 CV,False,False,False,False,False,False,False,18.980€
21.982,2021,Híbrido (Gasolina),Valencia,5,Sí,Manual ,Blanco,Berlina,False,False,False,100 CV,False,False,False,False,False,False,False,17.890€
12.335,2021,Gasolina,Huércal de Almería,5,Sí,Manual ,Otros,Berlina,KIA,Picanto,Picanto 1.0 DPi 49 kW (67 CV) Concept,67 CV,Turismo,161 km/h,14.6 s,5.1 l/100km,g CO2/km,3595 mm / 1595 mm / 1485 mm,C,11.980€
66.131,2020,Híbrido (Gasolina),Fuenlabrada,5,Sí,Automático ,Negro,Berlina,KIA,Niro,Niro 1.6 HEV Concept,141 CV,Todoterreno,164 km/h,11.5 s,4.8 l/100km,86g CO2/km,4355 mm / 1805 mm / 1535 mm,ECO,19.890€
41.495,2019,Gasolina,Fuenlabrada,5,Sí,Automático ,Blanco,Berlina,KIA,Ceed,Ceed 5p 1.4 T-GDi GT Line 103 kW (140 CV) DCT,140 CV,Turismo,205 km/h,9.2 s,5.6 l/100km,127g CO2/km,4325 mm / 1800 mm / 1442 mm,C,18.490€
81.750,2015,Diésel,Zaragoza,5,Sí,Manual ,Blanco,Berlina,KIA,Ceed,cee'd 5p 1.4 CRDi WGT 90 CV Drive,90 CV,Turismo,170 km/h,13.5 s,4.3 l/100km,114g CO2/km,4310 mm / 1780 mm / 1470 mm,B,11.990€
31.466,2021,Híbrido (Gasolina),Figueres,5,Sí,Automático ,Rojo,Todoterreno,Jeep,Compass,Compass 4xe Limited 1.3 PHEV 140 kW (190 CV),190 CV,Todoterreno,183 km/h,7.9 s,2.2 l/100km,g CO2/km,4394 mm / 1819 mm / 1649 mm,Cero,30.990€
77.400,2019,Diésel,Badalona,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,Santa Fe,Santa Fe 2.2 CRDi 200 CV 4x4 7 plazas Tecno Pack Aut.,200 CV,Todoterreno,190 km/h,10 s,6.8 l/100km,178g CO2/km,4690 mm / 1880 mm / 1675 mm,B,35.990€
53.456,2019,Gasolina,Paterna,5,Sí,Manual ,Azul,Berlina,Hyundai,i20,i20 Active 1.0 T-GDI 74 kW (100 CV) BlueDrive Link,100 CV,Turismo,176 km/h,10.9 s,4.9 l/100km,113g CO2/km,4065 mm / 1760 mm / 1529 mm,C,14.990€
111.000,2019,Gasolina,Collado Villalba,5,Sí,Manual ,Azul,Berlina,Hyundai,i20,i20 Active 1.0 T-GDI 74 kW (100 CV) BlueDrive Link,100 CV,Turismo,176 km/h,10.9 s,4.9 l/100km,113g CO2/km,4065 mm / 1760 mm / 1529 mm,C,12.490€
31.923,2019,Gasolina,Vitoria Gasteiz,5,Sí,Manual ,Gris,Berlina,Hyundai,i20,i20 Active 1.0 T-GDI 74 kW (100 CV) BlueDrive Link,100 CV,Turismo,176 km/h,10.9 s,4.9 l/100km,113g CO2/km,4065 mm / 1760 mm / 1529 mm,C,13.490€
72.260,2019,Híbrido (Gasolina),Talavera de la Reina,5,Sí,Automático ,Blanco,Todoterreno,Honda,CR-V,CR-V 2.0­ i­-MMD Híbrido 4x2 Lifestyle,184 CV,Todoterreno,180 km/h,8.8 s,5.3 l/100km,120g CO2/km,4600 mm / 1932 mm / 1679 mm,ECO,25.990€
90.000,2019,Diésel,Viladecans,5,Sí,Manual ,Blanco,Monovolumen,Ford,Transit Courier,Transit Courier Kombi Trend 1.5 TDCi 55 kW (75 CV),75 CV,Vehículo comercial, km/h, s,4.5 l/100km,117g CO2/km,4157 mm / 1764 mm / 1770 mm,C,10.990€
69.987,2019,Diésel,El Zabal,4,Sí,Manual ,Azul,Todoterreno,Ford,Ranger,Ranger Doble Cabina XL 2.2 TDCi 118 kW (160 CV) 4x4 Start&Stop,170 CV,Pick Up,175 km/h, s,7 l/100km,184g CO2/km,5362 mm / 1860 mm / 1815 mm,C,29.990€
92.128,2019,Diésel,Móstoles,4,Sí,Automático ,Gris,Todoterreno,Ford,Ranger,Ranger Doble Cabina Wildtrack 3.2 TDCi 147 kW (200 CV) 4x4 Aut.,200 CV,Pick Up,175 km/h,10.6 s,8.8 l/100km,231g CO2/km,5362 mm / 1860 mm / 1815 mm,C,33.990€
99.500,2020,Diésel,Granollers,5,Sí,Manual ,Otros,Todoterreno,Ford,PUMA,Puma ST-Line 1.5 EcoBlue 88 kW (120 CV),125 CV,Todoterreno,185 km/h,10.3 s,4.5 l/100km,g CO2/km,4207 mm / 1805 mm / 1534 mm,C,17.190€
112.000,2020,Híbrido (Gasolina),Reus,5,Sí,Manual ,Azul,Todoterreno,False,False,False,155 CV,False,False,False,False,False,False,False,17.990€
17.200,2019,Gasolina,Badalona,5,Sí,Manual ,Otros,Berlina,Ford,Ka+,KA+ Essential 1.19 Ti-VCT 52 kW (70 CV),70 CV,Turismo,164 km/h,14.6 s,5.1 l/100km,117g CO2/km,3941 mm / 1704 mm / 1524 mm,C,14.490€
55.669,2016,Diésel,Córdoba,5,Sí,Manual ,Blanco,Berlina,Ford,Focus,Focus Berlina Business 1.5 TDCi 88 kW (120 CV),120 CV,Turismo,195 km/h,10.5 s,3.8 l/100km,105g CO2/km,4358 mm / 1823 mm / 1484 mm,C,15.990€
19.133,2021,Gasolina,Ciudad Real,5,Sí,Manual ,Rojo,Berlina,Ford,Fiesta,Fiesta 5p Trend 1.1 Ti-VCT 63 kW (85 CV),75 CV,Turismo,170 km/h,13.8 s,5.2 l/100km,114g CO2/km,4040 mm / 1735 mm / 1476 mm,C,14.490€
31.300,2018,Gasolina,Pamplona,5,Sí,Automático ,Otros,Todoterreno,Ford,EcoSport,EcoSport ST-Line 1.0 EcoBoost 92 kW (125 CV) Aut.,125 CV,Todoterreno,180 km/h,11.6 s,5.8 l/100km,134g CO2/km,4096 mm / 1765 mm / 1645 mm,C,15.990€
91.793,2017,Gasolina,Málaga,5,Sí,Manual ,Gris,Berlina,Fiat,Panda,Panda Lounge 1.2 51 kW (69 CV),69 CV,Turismo,164 km/h,14.2 s,5.1 l/100km,120g CO2/km,3653 mm / 1643 mm / 1551 mm,C,7.490€
98.411,2019,Gasolina,Ciudad Real,5,Sí,Manual ,Azul,Todoterreno,Fiat,500X,500X 1.0 Firefly Turbo 88 kW (120 CV) City Cross,120 CV,Todoterreno,188 km/h,10.9 s,5.8 l/100km,131g CO2/km,4269 mm / 1796 mm / 1595 mm,C,13.990€
60.785,2019,Gasolina,València,3,Sí,Manual ,Azul,Berlina,Fiat,500,500 Lounge 1.2 69 CV,69 CV,Turismo,160 km/h,12.9 s,5.1 l/100km,119g CO2/km,3546 mm / 1627 mm / 1488 mm,C,10.490€
50.000,2015,Gasolina,Vigo,2,Sí,Manual ,Otros,Cabriolet,Fiat,500,500C Lounge 1.2 8V 69 CV,69 CV,Descapotable,160 km/h,13.4 s,5.1 l/100km,119g CO2/km,3546 mm / 1627 mm / 1488 mm,C,10.790€
133.804,2016,Diésel,Vigo,5,Sí,Manual ,Otros,Berlina,DS,5,5 BlueHDi 150 S&S Style,150 CV,Turismo,210 km/h,9.9 s,4.1 l/100km,105g CO2/km,4530 mm / 1871 mm / 1505 mm,C,12.990€
31.000,2019,Diésel,Figueres,5,Sí,Manual ,Gris,Monovolumen,Dacia,Lodgy,Lodgy Comfort Blue dCi 85 kW (115 CV) 5 plazas,115 CV,Monovolumen,185 km/h,10.9 s,4.3 l/100km,113g CO2/km,4498 mm / 1751 mm / 1683 mm,C,15.300€
106.050,2019,Diésel,León,4,Sí,Manual ,Otros,Monovolumen,Citroen,SpaceTourer,SpaceTourer Talla XS BlueHDi 150 S&S Feel,150 CV,Vehículo comercial,170 km/h,11 s,5.3 l/100km,139g CO2/km,4609 mm / 1920 mm / 1905 mm,C,28.990€
122.300,2016,Diésel,Sevilla,5,Sí,Manual ,Blanco,Familiar,Citroen,Jumpy,Jumpy Multispace HDi 125 Attraction,122 CV,Vehículo comercial,170 km/h,13.4 s,6.6 l/100km,172g CO2/km,4805 mm / 1895 mm / 1895 mm,B,15.990€
121.600,2021,Diésel,Sant Boi de Llobregat,5,Sí,Manual ,Blanco,Vehículo,Citroen,Jumper,Jumper HDi 130 Combi Club 30L1H1,140 CV,Vehículo comercial,150 km/h, s,8.6 l/100km,226g CO2/km,4963 mm / 2050 mm / 2254 mm,B,28.490€
14,2023,Diésel,Sevilla,4,Sí,Manual ,Blanco,Vehículo,Citroen,Jumper,Jumper HDi 130 Combi Club 30L1H1,120 CV,Vehículo comercial,150 km/h, s,8.6 l/100km,226g CO2/km,4963 mm / 2050 mm / 2254 mm,B,34.490€
43.481,2020,Gasolina,Córdoba,5,Sí,Manual ,Gris,Monovolumen,Citroen,C4 SpaceTourer,Grand C4 SpaceTourer PureTech 130 S&S Live,131 CV,Monovolumen,200 km/h,9.8 s,5.2 l/100km,115g CO2/km,4602 mm / 1826 mm / 1638 mm,C,19.990€
65.000,2021,Diésel,Granollers,5,Sí,Manual ,Otros,Monovolumen,Citroen,C4 SpaceTourer,Grand C4 SpaceTourer BlueHDi 130 S&S C-Series,130 CV,Monovolumen,198 km/h,10.9 s,5.2 l/100km,g CO2/km,4602 mm / 1826 mm / 1638 mm,C,22.490€
137.490,2015,Diésel,Vitoria Gasteiz,5,Sí,Manual ,Azul,Monovolumen,Citroen,Grand C4 Picasso,Grand C4 Picasso Intensive e-HDi 115 Airdream,115 CV,Monovolumen,189 km/h,12.1 s,4 l/100km,105g CO2/km,4597 mm / 1826 mm / 1638 mm,B,11.990€
107.000,2020,Diésel,Cabrera de Mar,5,Sí,Manual ,Negro,Todoterreno,Citroen,C5 Aircross,C5 Aircross Live BlueHDi 130 S&S,131 CV,Todoterreno,189 km/h,10.4 s,4.1 l/100km,108g CO2/km,4500 mm / 1840 mm / 1654 mm,C,19.990€
70.000,2017,Gasolina,Girona,5,Sí,Manual ,Gris,Monovolumen,Citroen,C4 Picasso,C4 Picasso Feel Edition PureTech 130,130 CV,Monovolumen,201 km/h,10.1 s,5 l/100km,116g CO2/km,4428 mm / 1826 mm / 1613 mm,C,12.600€
41.451,2016,Diésel,Paterna,5,Sí,Automático ,Azul,Monovolumen,Citroen,C4 Picasso,C4 Picasso Feel BlueHDi 120 EAT6,120 CV,Monovolumen,188 km/h,11.2 s,3.8 l/100km,100g CO2/km,4428 mm / 1826 mm / 1613 mm,C,16.490€
124.961,2018,Gasolina,Ciudad Real,5,Sí,Manual ,Gris,Berlina,Citroen,C4 Cactus,C4 Cactus PureTech 82 Feel,82 CV,Turismo,169 km/h,12.9 s,4.6 l/100km,107g CO2/km,4157 mm / 1729 mm / 1480 mm,C,11.990€
56.518,2019,Diésel,Jaén,5,Sí,Manual ,Blanco,Berlina,Citroen,C4 Cactus,C4 Cactus BlueHDi 100 S&S Limited Edition,102 CV,Turismo,184 km/h,10.6 s,3.6 l/100km,95g CO2/km,4157 mm / 1729 mm / 1480 mm,C,14.990€
100.000,2016,Diésel,Palma,5,Sí,Manual ,Otros,Berlina,Citroen,C4,C4 Picasso Feel Edition BlueHDi 120,120 CV,Monovolumen,189 km/h,11.3 s,3.8 l/100km,100g CO2/km,4428 mm / 1826 mm / 1613 mm,C,10.990€
62.850,2021,Diésel,Salamanca,5,Sí,Automático ,Negro,Berlina,Citroen,C4,C4 SpaceTourer BlueHDi 130 S&S Shine EAT8,130 CV,Monovolumen,198 km/h,10.2 s,4 l/100km,105g CO2/km,4438 mm / 1826 mm / 1610 mm,C,18.490€
32.000,2021,Gasolina,Puebla de Sancho Pérez,5,Sí,Manual ,Azul,Berlina,Citroen,C3,C3 PureTech 83 Feel,83 CV,Turismo,169 km/h,13.3 s,5.6 l/100km,99g CO2/km,3996 mm / 1749 mm / 1474 mm,C,12.980€
102.434,2017,Gasolina,Leganés,5,Sí,Manual ,Blanco,Utilitario,Citroen,C1,C1 5p PureTech 82 Feel,82 CV,Turismo,170 km/h,10.9 s,4.3 l/100km,99g CO2/km,3466 mm / 1615 mm / 1460 mm,C,8.490€
20.645,2022,Híbrido (Gasolina),Madrid,5,Sí,Automático ,Blanco,Todoterreno,False,False,False,340 CV,False,False,False,False,False,False,False,90.490€
97.570,2017,Diésel,Alicante,5,Sí,Automático ,Gris,Todoterreno,BMW,X3,X3 sDrive18d Aut.,150 CV,Todoterreno,190 km/h,10.3 s,5.4 l/100km,142g CO2/km,4648 mm / 1881 mm / 1661 mm,B,23.990€
46.884,2017,Diésel,Zaragoza,5,Sí,Automático ,Negro,Todoterreno,BMW,X1,X1 sDrive20d Aut.,190 CV,Todoterreno,205 km/h,8.3 s,5.9 l/100km,155g CO2/km,4454 mm / 1798 mm / 1545 mm,B,27.890€
33.974,2022,Diésel,Málaga,5,Sí,Automático ,Gris,Todoterreno,BMW,X1,X1 sDrive18d Aut.,150 CV,Todoterreno,202 km/h,9.6 s,5 l/100km,132g CO2/km,4477 mm / 1798 mm / 1545 mm,B,32.490€
37.050,2022,Diésel,Málaga,5,Sí,Automático ,Otros,Todoterreno,BMW,X1,X1 sDrive16d Aut.,116 CV,Todoterreno,190 km/h,11.5 s,4.2 l/100km,109g CO2/km,4447 mm / 1821 mm / 1598 mm,C,32.980€
100.118,2019,Diésel,Málaga,5,Sí,Automático ,Otros,Berlina,BMW,3 Series,320d xDrive Gran Turismo,190 CV,Turismo,225 km/h,7.8 s,5.2 l/100km,138g CO2/km,4824 mm / 1828 mm / 1508 mm,C,29.980€
80.270,2018,Diésel,Fuenlabrada,5,Sí,Automático ,Blanco,Monovolumen,BMW,2 Series,218d Gran Tourer Aut. 7 plazas,150 CV,Monovolumen,207 km/h,9.3 s,4.3 l/100km,114g CO2/km,4556 mm / 1800 mm / 1608 mm,C,19.490€
120.892,2018,Gasolina,Córdoba,5,Sí,Manual ,Gris,Berlina,BMW,1 Series,116i,109 CV,Turismo,200 km/h,10.9 s,7.5 l/100km,180g CO2/km,4227 mm / 1751 mm / 1430 mm,C,14.990€
39.586,2021,Híbrido (Gasolina),Badalona,5,Sí,Automático ,Azul,Todoterreno,False,False,False,204 CV,False,False,False,False,False,False,False,45.790€
130.000,2017,Gasolina,Iurreta,5,Sí,Automático ,Gris,Todoterreno,Audi,Q2,Q2 design edition 1.4 TFSI CoD 110 kW (150 CV) S tronic 7 vel.,150 CV,Todoterreno,212 km/h,8.5 s,5.4 l/100km,123g CO2/km,4191 mm / 1794 mm / 1538 mm,C,20.980€
113.050,2019,Diésel,León,5,Sí,Automático ,Otros,Todoterreno,Audi,Q2,Q2 sport edition 30 TDI S tronic 7 vel.,116 CV,Todoterreno,197 km/h,10.5 s,4.5 l/100km,122g CO2/km,4191 mm / 1794 mm / 1538 mm,C,20.490€
126.186,2018,Gasolina,Málaga,5,Sí,Automático ,Azul,Todoterreno,Audi,Q2,Q2 design edition 1.4 TFSI CoD 110 kW (150 CV) S tronic 7 vel.,150 CV,Todoterreno,212 km/h,8.5 s,5.4 l/100km,123g CO2/km,4191 mm / 1794 mm / 1538 mm,C,18.990€
69.200,2016,Diésel,Collado Villalba,5,Sí,Automático ,Negro,Berlina,Audi,A7,A7 Sportback 3.0 BiTDI 320 CV quattro tiptronic 8 vel.,320 CV,Turismo,250 km/h,5.2 s,6.2 l/100km,164g CO2/km,4974 mm / 1911 mm / 1420 mm,C,40.490€
98.736,2017,Diésel,Jaén,5,Sí,Automático ,Gris,Berlina,Audi,A5,A5 Sportback 2.0 TDI 140 kW (190 CV) S tronic,190 CV,Turismo,235 km/h,7.9 s,4.2 l/100km,109g CO2/km,4733 mm / 1843 mm / 1386 mm,C,26.990€
98.000,2017,Diésel,Olías del Rey,5,Sí,Automático ,Azul,Berlina,Audi,A3,A3 Sportback 2.0 TDI S tronic Ambition,150 CV,Turismo,207 km/h,9.2 s,5.8 l/100km,154g CO2/km,4286 mm / 1765 mm / 1423 mm,B,21.990€
57.990,2019,Diésel,Vizcaya,5,Sí,Manual ,Otros,Berlina,Audi,A3,A3 Sportback 30 TDI,116 CV,Turismo,205 km/h,10.4 s,4.5 l/100km,118g CO2/km,4313 mm / 1785 mm / 1426 mm,C,17.980€
82.700,2018,Diésel,Vizcaya,5,Sí,Automático ,Otros,Berlina,Audi,A3,A3 Sportback 1.6 TDI 110 CV S tronic,116 CV,Turismo,200 km/h,10.7 s,3.9 l/100km,101g CO2/km,4313 mm / 1785 mm / 1426 mm,C,19.890€
122.242,2017,Diésel,Vigo,4,Sí,Automático ,Otros,Berlina,Alfa Romeo,Giulia,Giulia 2.2 Diesel 154 kW (210 CV) Veloce ATX Aut. 8 vel.,210 CV,Turismo,235 km/h,6.8 s,4.7 l/100km,122g CO2/km,4643 mm / 1860 mm / 1450 mm,C,24.790€
78.475,2019,Gasolina,Alcorcón,5,Sí,Automático ,Rojo,Todoterreno,Peugeot,2008,2008 Allure 1.2 PureTech 110 S&S EAT6,110 CV,Todoterreno,187 km/h,11.6 s,5.5 l/100km,129g CO2/km,4159 mm / 1739 mm / 1570 mm,C,13.990€
27.433,2019,Gasolina,Alcorcón,5,Sí,Manual ,Azul,Berlina,Ford,Focus,Focus Sportbreak Trend 1.0 EcoBoost  Auto-Start-Stop 125 CV,125 CV,Turismo familiar,193 km/h,11.5 s,5.1 l/100km,117g CO2/km,4556 mm / 1823 mm / 1505 mm,C,19.990€
208.000,2012,Diésel,Mejorada del Campo,5,No,Manual ,Azul,Familiar,SEAT,Ibiza,Ibiza ST 1.6 TDI CR 90 CV Reference,,Turismo familiar,178 km/h,12.2 s,4.2 l/100km,109g CO2/km,4236 mm / 1693 mm / 1445 mm,B,4.999€
198.000,2004,Gasolina,Móstoles,3,No,Automático ,Gris claro,Deportivo,Chrysler,Crossfire,Crossfire Coupe 3.2 Limited Aut.,,Coupé,242 km/h,6.5 s,10.1 l/100km,239g CO2/km,4059 mm / 1766 mm / 1305 mm,C,5.999€
117.520,2019,Diésel,Vila Seca,5,Sí,Manual ,Blanco,Berlina,SEAT,Arona,Arona 1.6 TDI CR 70 kW (95 CV) Start/Stop Xcellence,95 CV,Todoterreno,172 km/h,11.9 s,4.3 l/100km,113g CO2/km,4138 mm / 1780 mm / 1552 mm,C,15.350€
179.000,2007,Gasolina,Málaga,5,Sí,Manual ,Gris claro,Berlina,Peugeot,207,207 5p XS 1.6 VTi 120,120 CV,Turismo,200 km/h,9.6 s,6.1 l/100km,145g CO2/km,4030 mm / 1720 mm / 1472 mm,C,3.950€
46.998,2020,Diésel,Estación de Cártama,5,Sí,Automático ,Gris claro,Monovolumen,Citroen,C3 Aircross,C3 Aircross BlueHDi 120 S&S EAT6 Feel,,Todoterreno,195 km/h,9.6 s,4 l/100km,107g CO2/km,4154 mm / 1756 mm / 1597 mm,C,17.290€
65.000,2019,Gasolina,Estación de Cártama,5,Sí,Manual ,Blanco,Berlina,Citroen,C3,C3 PureTech 68 Feel,,Turismo,164 km/h,14.2 s,4.7 l/100km,109g CO2/km,3996 mm / 1749 mm / 1474 mm,C,12.200€
154.000,2021,Diésel,Utrera,5,Sí,Automático ,Blanco,Familiar,SEAT,Leon,León FR 2.0 TDI CR 140 CV DSG,150 CV,Turismo,205 km/h,9.5 s,5.3 l/100km,139g CO2/km,4323 mm / 1768 mm / 1455 mm,B,18.800€
104.379,2019,Diésel,San Sebastián de los Reyes,5,Sí,Manual ,Azul,Monovolumen,Volkswagen,Sharan,Sharan Advance 2.0 TDI 140 CV 4Motion Bluemotion Technology 7 plazas,150 CV,Monovolumen,191 km/h,11.4 s,6.2 l/100km,162g CO2/km,4854 mm / 1904 mm / 1720 mm,B,27.490€
